id	url	imdb_code	title	title_english	title_long	slug	year	rating	runtime	genres	summary	description_full	synopsis	yt_trailer_code	language	mpa_rating	background_image	background_image_original	small_cover_image	medium_cover_image	large_cover_image	state	date_uploaded	date_uploaded_unix
46716	https://yts.mx/movies/golden-slumber-2010	tt1413529	Golden Slumber	Golden Slumber	Golden Slumber (2010)	golden-slumber-2010	2010	7.0	139	{Action, Drama, Thriller}	When easy-going Aoyagi meets an old friend for a fishing trip, he ends up drugged, framed for the Prime Minister's assassination, and on the run from corrupt cops. It's only the beginning of what quickly becomes the worst, weirdest day of his life. But he'll get by with a little help from his friends, who include a famous pop diva, a rockabilly deliveryman, a crippled old gangster, and the world's most cheerful serial killer. Among the many puzzles of this twisty, clever film is how Nakamura manages to sneak a genuinely moving tribute to friendship into the madcap procession of perilous events. No matter what befalls Aoyagi, his friends and parents believe in him because of his steadfast, almost irrational pleasantness.	When easy-going Aoyagi meets an old friend for a fishing trip, he ends up drugged, framed for the Prime Minister's assassination, and on the run from corrupt cops. It's only the beginning of what quickly becomes the worst, weirdest day of his life. But he'll get by with a little help from his friends, who include a famous pop diva, a rockabilly deliveryman, a crippled old gangster, and the world's most cheerful serial killer. Among the many puzzles of this twisty, clever film is how Nakamura manages to sneak a genuinely moving tribute to friendship into the madcap procession of perilous events. No matter what befalls Aoyagi, his friends and parents believe in him because of his steadfast, almost irrational pleasantness.	When easy-going Aoyagi meets an old friend for a fishing trip, he ends up drugged, framed for the Prime Minister's assassination, and on the run from corrupt cops. It's only the beginning of what quickly becomes the worst, weirdest day of his life. But he'll get by with a little help from his friends, who include a famous pop diva, a rockabilly deliveryman, a crippled old gangster, and the world's most cheerful serial killer. Among the many puzzles of this twisty, clever film is how Nakamura manages to sneak a genuinely moving tribute to friendship into the madcap procession of perilous events. No matter what befalls Aoyagi, his friends and parents believe in him because of his steadfast, almost irrational pleasantness.	gwNVJHETGvI	ja		https://yts.mx/assets/images/movies/golden_slumber_2010/background.jpg	https://yts.mx/assets/images/movies/golden_slumber_2010/background.jpg	https://yts.mx/assets/images/movies/golden_slumber_2010/small-cover.jpg	https://yts.mx/assets/images/movies/golden_slumber_2010/medium-cover.jpg	https://yts.mx/assets/images/movies/golden_slumber_2010/large-cover.jpg	ok	2022-11-18 14:18:08	1668777488
46717	https://yts.mx/movies/christmas-with-you-2022	tt15824322	Christmas with You	Christmas with You	Christmas with You (2022)	christmas-with-you-2022	2022	5.6	89	{Action, Comedy, Family, Romance}	Follows a pop star who's got a career burnout and escapes to a small town where she finds not only inspiration but a shot of love.	Follows a pop star who's got a career burnout and escapes to a small town where she finds not only inspiration but a shot of love.	Follows a pop star who's got a career burnout and escapes to a small town where she finds not only inspiration but a shot of love.	BYti8tb3rmI	en		https://yts.mx/assets/images/movies/christmas_with_you_2022/background.jpg	https://yts.mx/assets/images/movies/christmas_with_you_2022/background.jpg	https://yts.mx/assets/images/movies/christmas_with_you_2022/small-cover.jpg	https://yts.mx/assets/images/movies/christmas_with_you_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/christmas_with_you_2022/large-cover.jpg	ok	2022-11-17 13:14:18	1668687258
46718	https://yts.mx/movies/santa-camp-2022	tt22748100	Santa Camp	Santa Camp	Santa Camp (2022)	santa-camp-2022	2022	7.4	92	{Documentary, Reality-TV}	Every summer, a horde of professional Santas, Mrs. Clauses and elves descend on a campsite in the New Hampshire woods to learn the tricks of their trade. But this year is different.	Every summer, a horde of professional Santas, Mrs. Clauses and elves descend on a campsite in the New Hampshire woods to learn the tricks of their trade. But this year is different.	Every summer, a horde of professional Santas, Mrs. Clauses and elves descend on a campsite in the New Hampshire woods to learn the tricks of their trade. But this year is different.	62XfwFG66C4	en		https://yts.mx/assets/images/movies/santa_camp_2022/background.jpg	https://yts.mx/assets/images/movies/santa_camp_2022/background.jpg	https://yts.mx/assets/images/movies/santa_camp_2022/small-cover.jpg	https://yts.mx/assets/images/movies/santa_camp_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/santa_camp_2022/large-cover.jpg	ok	2022-11-17 13:38:18	1668688698
46719	https://yts.mx/movies/a-christmas-story-christmas-2022	tt17220704	A Christmas Story Christmas	A Christmas Story Christmas	A Christmas Story Christmas (2022)	a-christmas-story-christmas-2022	2022	7.0	98	{Comedy, Family}	Follows the now-adult Ralphie as he returns to the house on Cleveland Street to give his kids a magical Christmas like the one he had as a child, reconnecting with childhood friends, and reconciling the passing of his Old Man.	Follows the now-adult Ralphie as he returns to the house on Cleveland Street to give his kids a magical Christmas like the one he had as a child, reconnecting with childhood friends, and reconciling the passing of his Old Man.	Follows the now-adult Ralphie as he returns to the house on Cleveland Street to give his kids a magical Christmas like the one he had as a child, reconnecting with childhood friends, and reconciling the passing of his Old Man.	NPAfHRxY8E4	en	PG	https://yts.mx/assets/images/movies/a_christmas_story_christmas_2022/background.jpg	https://yts.mx/assets/images/movies/a_christmas_story_christmas_2022/background.jpg	https://yts.mx/assets/images/movies/a_christmas_story_christmas_2022/small-cover.jpg	https://yts.mx/assets/images/movies/a_christmas_story_christmas_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/a_christmas_story_christmas_2022/large-cover.jpg	ok	2022-11-17 16:38:53	1668699533
46720	https://yts.mx/movies/i-am-vanessa-guillen-2022	tt22440764	I Am Vanessa Guillen	I Am Vanessa Guillen	I Am Vanessa Guillen (2022)	i-am-vanessa-guillen-2022	2022	6.2	95	{Action, Crime, Documentary}	U.S. Army soldier Vanessa Guillen always dreamed of joining the military, but once she was stationed at Fort Hood, everything shattered: In 2020, after telling her mother she was being sexually harassed on base, Guillen was murdered by a fellow soldier. Her story sparked an international movement of assault victims demanding justice, and this bracing, candid film follows her family's fight for historic military reform, a journey that takes them all the way to the Oval Office.	U.S. Army soldier Vanessa Guillen always dreamed of joining the military, but once she was stationed at Fort Hood, everything shattered: In 2020, after telling her mother she was being sexually harassed on base, Guillen was murdered by a fellow soldier. Her story sparked an international movement of assault victims demanding justice, and this bracing, candid film follows her family's fight for historic military reform, a journey that takes them all the way to the Oval Office.	U.S. Army soldier Vanessa Guillen always dreamed of joining the military, but once she was stationed at Fort Hood, everything shattered: In 2020, after telling her mother she was being sexually harassed on base, Guillen was murdered by a fellow soldier. Her story sparked an international movement of assault victims demanding justice, and this bracing, candid film follows her family's fight for historic military reform, a journey that takes them all the way to the Oval Office.	Wpii7t26aZU	en		https://yts.mx/assets/images/movies/i_am_vanessa_guillen_2022/background.jpg	https://yts.mx/assets/images/movies/i_am_vanessa_guillen_2022/background.jpg	https://yts.mx/assets/images/movies/i_am_vanessa_guillen_2022/small-cover.jpg	https://yts.mx/assets/images/movies/i_am_vanessa_guillen_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/i_am_vanessa_guillen_2022/large-cover.jpg	ok	2022-11-17 14:56:51	1668693411
46721	https://yts.mx/movies/ian-lara-romantic-comedy-2022	tt23650190	Ian Lara: Romantic Comedy	Ian Lara: Romantic Comedy	Ian Lara: Romantic Comedy (2022)	ian-lara-romantic-comedy-2022	2022	6.4	0	{Comedy}	The New York comedian delights HBO audiences with his first standalone HBO comedy special. Lara explores the lessons learned during the pandemic, including common problems of New Yorkers during travel, and offers some essential advice to avoid risky dating experiences.	The New York comedian delights HBO audiences with his first standalone HBO comedy special. Lara explores the lessons learned during the pandemic, including common problems of New Yorkers during travel, and offers some essential advice to avoid risky dating experiences.	The New York comedian delights HBO audiences with his first standalone HBO comedy special. Lara explores the lessons learned during the pandemic, including common problems of New Yorkers during travel, and offers some essential advice to avoid risky dating experiences.	4FrB2qYf9BU	en		https://yts.mx/assets/images/movies/ian_lara_romantic_comedy_2022/background.jpg	https://yts.mx/assets/images/movies/ian_lara_romantic_comedy_2022/background.jpg	https://yts.mx/assets/images/movies/ian_lara_romantic_comedy_2022/small-cover.jpg	https://yts.mx/assets/images/movies/ian_lara_romantic_comedy_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/ian_lara_romantic_comedy_2022/large-cover.jpg	ok	2022-11-17 11:22:46	1668680566
46722	https://yts.mx/movies/all-in-my-power-2022	tt14265504	All in My Power	All in My Power	All in My Power (2022)	all-in-my-power-2022	2022	7.0	96	{Documentary, History}	On March 1st, 2020, New York recorded its first COVID-19 case. Just nine weeks later, 12 healthcare professionals were asked to share their experiences fighting a new kind of war no one could have prepared them for. The country salutes them as heroes, but they're also human. Their personal stories remind us of what humanity is supposed to be, compassionate. A set of diverse HCP's articulate the mental toll this pandemic has taken on them, and the amazing resilience they've harnessed to get through it. The film's first-hand accounts are a testament to the lengths our healthcare community has gone through to provide care to patients and their loved ones during the COVID-19 pandemic. Shot during the height of the pandemic in NY, All In My Power is a time capsule that captures the raw experiences of NY's Healthcare Professionals that can never be recreated.	On March 1st, 2020, New York recorded its first COVID-19 case. Just nine weeks later, 12 healthcare professionals were asked to share their experiences fighting a new kind of war no one could have prepared them for. The country salutes them as heroes, but they're also human. Their personal stories remind us of what humanity is supposed to be, compassionate. A set of diverse HCP's articulate the mental toll this pandemic has taken on them, and the amazing resilience they've harnessed to get through it. The film's first-hand accounts are a testament to the lengths our healthcare community has gone through to provide care to patients and their loved ones during the COVID-19 pandemic. Shot during the height of the pandemic in NY, All In My Power is a time capsule that captures the raw experiences of NY's Healthcare Professionals that can never be recreated.	On March 1st, 2020, New York recorded its first COVID-19 case. Just nine weeks later, 12 healthcare professionals were asked to share their experiences fighting a new kind of war no one could have prepared them for. The country salutes them as heroes, but they're also human. Their personal stories remind us of what humanity is supposed to be, compassionate. A set of diverse HCP's articulate the mental toll this pandemic has taken on them, and the amazing resilience they've harnessed to get through it. The film's first-hand accounts are a testament to the lengths our healthcare community has gone through to provide care to patients and their loved ones during the COVID-19 pandemic. Shot during the height of the pandemic in NY, All In My Power is a time capsule that captures the raw experiences of NY's Healthcare Professionals that can never be recreated.	6BrA8RZZ8aU	en		https://yts.mx/assets/images/movies/all_in_my_power_2022/background.jpg	https://yts.mx/assets/images/movies/all_in_my_power_2022/background.jpg	https://yts.mx/assets/images/movies/all_in_my_power_2022/small-cover.jpg	https://yts.mx/assets/images/movies/all_in_my_power_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/all_in_my_power_2022/large-cover.jpg	ok	2022-11-17 20:10:42	1668712242
46723	https://yts.mx/movies/goatling-2020	tt11012574	Goatling	Goatling	Goatling (2020)	goatling-2020	2020	6.3	80	{Horror}	"Split into three chapters, ""Cabrito"" tells the story of a man haunted by his loved ones. The film begins with the story of his father and how the family became cannibal. The second part focuses on his mother and how she awakens the worst in her son with her twisted religiousness. The last part is focused on the main character's final catharsis, when he kidnaps his first love, Rosalita, and reproduces the inhuman bizarre caring to which he was subjected in his family relations."	"Split into three chapters, ""Cabrito"" tells the story of a man haunted by his loved ones. The film begins with the story of his father and how the family became cannibal. The second part focuses on his mother and how she awakens the worst in her son with her twisted religiousness. The last part is focused on the main character's final catharsis, when he kidnaps his first love, Rosalita, and reproduces the inhuman bizarre caring to which he was subjected in his family relations."	"Split into three chapters, ""Cabrito"" tells the story of a man haunted by his loved ones. The film begins with the story of his father and how the family became cannibal. The second part focuses on his mother and how she awakens the worst in her son with her twisted religiousness. The last part is focused on the main character's final catharsis, when he kidnaps his first love, Rosalita, and reproduces the inhuman bizarre caring to which he was subjected in his family relations."	mUMDv8FF2kQ	pt		https://yts.mx/assets/images/movies/goatling_2020/background.jpg	https://yts.mx/assets/images/movies/goatling_2020/background.jpg	https://yts.mx/assets/images/movies/goatling_2020/small-cover.jpg	https://yts.mx/assets/images/movies/goatling_2020/medium-cover.jpg	https://yts.mx/assets/images/movies/goatling_2020/large-cover.jpg	ok	2022-11-17 16:43:03	1668699783
46724	https://yts.mx/movies/bluereddeport-2022	tt20248346	Blue/Red/Deport	Blue/Red/Deport	Blue/Red/Deport (2022)	bluereddeport-2022	2022	4.8	82	{Documentary}	Talib Shah Hossaini, a 37-year-old Afghan filmmaker and asylum-seeker, lives in Moria on the Greek island of Lesbos - the biggest refugee camp in Europe until it burnt to the ground in autumn 2020. One year into his life in the camp, Talib Shah finds himself on the verge of losing hope. Instead of giving up, however, he decides to shoot a film called Picnic - an insider's look at the lives of thousands of refugees stuck in a place sometimes described as a humanitarian disaster. Exploring topics such as dreams versus reality, art as a means of survival, or the current immigration policies in Europe, the film invites us to become better acquainted with the people who will soon be our neighbors.	Talib Shah Hossaini, a 37-year-old Afghan filmmaker and asylum-seeker, lives in Moria on the Greek island of Lesbos - the biggest refugee camp in Europe until it burnt to the ground in autumn 2020. One year into his life in the camp, Talib Shah finds himself on the verge of losing hope. Instead of giving up, however, he decides to shoot a film called Picnic - an insider's look at the lives of thousands of refugees stuck in a place sometimes described as a humanitarian disaster. Exploring topics such as dreams versus reality, art as a means of survival, or the current immigration policies in Europe, the film invites us to become better acquainted with the people who will soon be our neighbors.	Talib Shah Hossaini, a 37-year-old Afghan filmmaker and asylum-seeker, lives in Moria on the Greek island of Lesbos - the biggest refugee camp in Europe until it burnt to the ground in autumn 2020. One year into his life in the camp, Talib Shah finds himself on the verge of losing hope. Instead of giving up, however, he decides to shoot a film called Picnic - an insider's look at the lives of thousands of refugees stuck in a place sometimes described as a humanitarian disaster. Exploring topics such as dreams versus reality, art as a means of survival, or the current immigration policies in Europe, the film invites us to become better acquainted with the people who will soon be our neighbors.		ar		https://yts.mx/assets/images/movies/bluereddeport_2022/background.jpg	https://yts.mx/assets/images/movies/bluereddeport_2022/background.jpg	https://yts.mx/assets/images/movies/bluereddeport_2022/small-cover.jpg	https://yts.mx/assets/images/movies/bluereddeport_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/bluereddeport_2022/large-cover.jpg	ok	2022-11-17 15:01:19	1668693679
46725	https://yts.mx/movies/sadistic-the-exorcism-of-lily-deckert-2022	tt11443106	Sadistic: The Exorcism of Lily Deckert	Sadistic: The Exorcism of Lily Deckert	Sadistic: The Exorcism of Lily Deckert (2022)	sadistic-the-exorcism-of-lily-deckert-2022	2022	2.3	114	{Horror, Thriller}	A Young woman becomes possessed by an evil entity after visiting a haunted house.	A Young woman becomes possessed by an evil entity after visiting a haunted house.	A Young woman becomes possessed by an evil entity after visiting a haunted house.	JSJzWjHs7JU	en		https://yts.mx/assets/images/movies/sadistic_the_exorcism_of_lily_deckert_2022/background.jpg	https://yts.mx/assets/images/movies/sadistic_the_exorcism_of_lily_deckert_2022/background.jpg	https://yts.mx/assets/images/movies/sadistic_the_exorcism_of_lily_deckert_2022/small-cover.jpg	https://yts.mx/assets/images/movies/sadistic_the_exorcism_of_lily_deckert_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/sadistic_the_exorcism_of_lily_deckert_2022/large-cover.jpg	ok	2022-11-17 22:14:27	1668719667
46726	https://yts.mx/movies/the-battle-of-normandy-85-days-in-hell-2019	tt21106250	The Battle of Normandy: 85 Days in Hell	The Battle of Normandy: 85 Days in Hell	The Battle of Normandy: 85 Days in Hell (2019)	the-battle-of-normandy-85-days-in-hell-2019	2019	8.0	0	{Documentary}					en		https://yts.mx/assets/images/movies/the_battle_of_normandy_85_days_in_hell_2019/background.jpg	https://yts.mx/assets/images/movies/the_battle_of_normandy_85_days_in_hell_2019/background.jpg	https://yts.mx/assets/images/movies/the_battle_of_normandy_85_days_in_hell_2019/small-cover.jpg	https://yts.mx/assets/images/movies/the_battle_of_normandy_85_days_in_hell_2019/medium-cover.jpg	https://yts.mx/assets/images/movies/the_battle_of_normandy_85_days_in_hell_2019/large-cover.jpg	ok	2022-11-17 18:14:45	1668705285
46727	https://yts.mx/movies/one-word-2020	tt13187790	One Word	One Word	One Word (2020)	one-word-2020	2020	4.6	83	{Documentary}	"The Republic of the Marshall Islands is an island nation near the equator in the vast endless blue of the Pacific Ocean. The country spreads out across three islands and 29 coral atolls, which comprise 1156 individual islands and islets. Most parts of the Marshall Islands are less than 5.9 feet above sea level. Even before the era of the Ancient Greeks, the Marshall Islands were already inhabited. But now the greenhouse gas emissions of the industrial societies severely harm or might even destroy the ancient culture of the Marshall Islands. Because the sea is rising. Negative forecasts predict the un-inhabitability of the islands by the year 2050. And yet there is hope and it might save us all. ""One Word"" is a participatory documentary about the impacts of Climate Change on the Republic of the Marshall Islands and its people. The movie was developed and filmed with the inclusion of Marshallese people through film workshops that have run over a period of nine months. The filmmakers trusted the Marshallese people to be the only reliable experts when it comes to the story of their land. This unique approach to mutual exploration has resulted in an exciting, vivid and highly charged documentary that captures the most important topic of our time."	"The Republic of the Marshall Islands is an island nation near the equator in the vast endless blue of the Pacific Ocean. The country spreads out across three islands and 29 coral atolls, which comprise 1156 individual islands and islets. Most parts of the Marshall Islands are less than 5.9 feet above sea level. Even before the era of the Ancient Greeks, the Marshall Islands were already inhabited. But now the greenhouse gas emissions of the industrial societies severely harm or might even destroy the ancient culture of the Marshall Islands. Because the sea is rising. Negative forecasts predict the un-inhabitability of the islands by the year 2050. And yet there is hope and it might save us all. ""One Word"" is a participatory documentary about the impacts of Climate Change on the Republic of the Marshall Islands and its people. The movie was developed and filmed with the inclusion of Marshallese people through film workshops that have run over a period of nine months. The filmmakers trusted the Marshallese people to be the only reliable experts when it comes to the story of their land. This unique approach to mutual exploration has resulted in an exciting, vivid and highly charged documentary that captures the most important topic of our time."	"The Republic of the Marshall Islands is an island nation near the equator in the vast endless blue of the Pacific Ocean. The country spreads out across three islands and 29 coral atolls, which comprise 1156 individual islands and islets. Most parts of the Marshall Islands are less than 5.9 feet above sea level. Even before the era of the Ancient Greeks, the Marshall Islands were already inhabited. But now the greenhouse gas emissions of the industrial societies severely harm or might even destroy the ancient culture of the Marshall Islands. Because the sea is rising. Negative forecasts predict the un-inhabitability of the islands by the year 2050. And yet there is hope and it might save us all. ""One Word"" is a participatory documentary about the impacts of Climate Change on the Republic of the Marshall Islands and its people. The movie was developed and filmed with the inclusion of Marshallese people through film workshops that have run over a period of nine months. The filmmakers trusted the Marshallese people to be the only reliable experts when it comes to the story of their land. This unique approach to mutual exploration has resulted in an exciting, vivid and highly charged documentary that captures the most important topic of our time."	FjhzSwHs72I	en		https://yts.mx/assets/images/movies/one_word_2020/background.jpg	https://yts.mx/assets/images/movies/one_word_2020/background.jpg	https://yts.mx/assets/images/movies/one_word_2020/small-cover.jpg	https://yts.mx/assets/images/movies/one_word_2020/medium-cover.jpg	https://yts.mx/assets/images/movies/one_word_2020/large-cover.jpg	ok	2022-11-17 15:20:20	1668694820
46728	https://yts.mx/movies/madagascar-africas-galapagos-2019	tt13452610	Madagascar: Africa's Galapagos	Madagascar: Africa's Galapagos	Madagascar: Africa's Galapagos (2019)	madagascar-africas-galapagos-2019	2019	7.7	0	{Documentary}	"It's the 10th of May 1836, Charles Darwin leans on the beaten wooden gunwale of The Beagle. He's yet to start writing his ""Origin of the Species"", but he's already forming his theories about evolution. Locations like the Galapagos islands had a huge impact on him, but as he looks upon the jungled coastline of Madagascar, he has no idea what he's missing out on. Darwin never did stop on Madagascar. Of all the visits he SHOULD have made, it's this one. The oldest, and in terms of evolution, the weirdest island on the face of Earth. The Beagle passed so close to its shoreline that it rose and fell on the swell rising on its reefs. From the cover of the dark jungle, freakish creatures could have watched as the fabled ship disappeared onto the Indian Ocean horizon. Would Charles Darwin have adjusted his conclusions on adaptation if he'd wandered these forests? He may have if he'd met this list of creatures."	"It's the 10th of May 1836, Charles Darwin leans on the beaten wooden gunwale of The Beagle. He's yet to start writing his ""Origin of the Species"", but he's already forming his theories about evolution. Locations like the Galapagos islands had a huge impact on him, but as he looks upon the jungled coastline of Madagascar, he has no idea what he's missing out on. Darwin never did stop on Madagascar. Of all the visits he SHOULD have made, it's this one. The oldest, and in terms of evolution, the weirdest island on the face of Earth. The Beagle passed so close to its shoreline that it rose and fell on the swell rising on its reefs. From the cover of the dark jungle, freakish creatures could have watched as the fabled ship disappeared onto the Indian Ocean horizon. Would Charles Darwin have adjusted his conclusions on adaptation if he'd wandered these forests? He may have if he'd met this list of creatures."	"It's the 10th of May 1836, Charles Darwin leans on the beaten wooden gunwale of The Beagle. He's yet to start writing his ""Origin of the Species"", but he's already forming his theories about evolution. Locations like the Galapagos islands had a huge impact on him, but as he looks upon the jungled coastline of Madagascar, he has no idea what he's missing out on. Darwin never did stop on Madagascar. Of all the visits he SHOULD have made, it's this one. The oldest, and in terms of evolution, the weirdest island on the face of Earth. The Beagle passed so close to its shoreline that it rose and fell on the swell rising on its reefs. From the cover of the dark jungle, freakish creatures could have watched as the fabled ship disappeared onto the Indian Ocean horizon. Would Charles Darwin have adjusted his conclusions on adaptation if he'd wandered these forests? He may have if he'd met this list of creatures."		en		https://yts.mx/assets/images/movies/madagascar_africas_galapagos_2019/background.jpg	https://yts.mx/assets/images/movies/madagascar_africas_galapagos_2019/background.jpg	https://yts.mx/assets/images/movies/madagascar_africas_galapagos_2019/small-cover.jpg	https://yts.mx/assets/images/movies/madagascar_africas_galapagos_2019/medium-cover.jpg	https://yts.mx/assets/images/movies/madagascar_africas_galapagos_2019/large-cover.jpg	ok	2022-11-17 17:22:19	1668702139
46729	https://yts.mx/movies/slipaway-2017	tt4624204	Slipaway	Slipaway	Slipaway (2017)	slipaway-2017	2017	7.2	89	{Drama}	Fall, a spirited elder living on a sailboat, encounters little companionship in this turbulent world. When she meets Adam, a young and hopeless street musician, she buys his keyboard under the pretense of wanting to learn piano. Suspicious and wary, Adam agrees and soon finds himself trapped in a floating home with one audacious lady.	Fall, a spirited elder living on a sailboat, encounters little companionship in this turbulent world. When she meets Adam, a young and hopeless street musician, she buys his keyboard under the pretense of wanting to learn piano. Suspicious and wary, Adam agrees and soon finds himself trapped in a floating home with one audacious lady.	Fall, a spirited elder living on a sailboat, encounters little companionship in this turbulent world. When she meets Adam, a young and hopeless street musician, she buys his keyboard under the pretense of wanting to learn piano. Suspicious and wary, Adam agrees and soon finds himself trapped in a floating home with one audacious lady.		en		https://yts.mx/assets/images/movies/slipaway_2017/background.jpg	https://yts.mx/assets/images/movies/slipaway_2017/background.jpg	https://yts.mx/assets/images/movies/slipaway_2017/small-cover.jpg	https://yts.mx/assets/images/movies/slipaway_2017/medium-cover.jpg	https://yts.mx/assets/images/movies/slipaway_2017/large-cover.jpg	ok	2022-11-17 17:30:31	1668702631
46730	https://yts.mx/movies/in-merry-measure-2022	tt22246626	In Merry Measure	In Merry Measure	In Merry Measure (2022)	in-merry-measure-2022	2022	6.6	84	{Comedy, Drama, Romance}	"Long having been based in New York City, Darcy is considered in certain circles one of if not the finest pop vocalist of her generation. The problem for her is that that generation has long come and gone, her dwindling number of fans who only want to hear her most famous song from early in her career, Sugar Rush, instead of anything new. As such, she has been without either a record deal or representation for years, she self-plugging her latest demo of new material to record companies. As this Christmas season's ""A Very Darcy Christmas"" series of concerts seem not to be getting her any new recognition, she decides to accept her recently widowed sister Gretchen's offer to spend Christmas with her and her daughter Megan for the first time since she was a teenager in their hometown of Dayton OH, Gretchen who is still struggling with that loss, especially hard during the holidays. Attending McIntosh High, Gretchen and Darcy's alma mater, insecure Megan learns that she has not been accepted into this year's version of the school's Herald Angels - founded by Darcy - who compete in the Montgomery County high school caroling competition. Darcy discovers that Megan's teacher who didn't even let her finish the audition is her high school adversary Adam, who nonetheless can point to results in the Angels having won the competition six years running under his leadership. Believing that all Megan needs is some confidence in understanding from Gretchen that she can sing when she thinks no one is listening, Darcy, both for Megan and herself, decides to form her own caroling group of Megan and some of the other students Adam didn't accept to compete against Adam's group to represent McIntosh at the competition. In the process of necessarily spending time with Adam, Darcy will learn where her priorities lie between that music career, family, romance and the Angels."	"Long having been based in New York City, Darcy is considered in certain circles one of if not the finest pop vocalist of her generation. The problem for her is that that generation has long come and gone, her dwindling number of fans who only want to hear her most famous song from early in her career, Sugar Rush, instead of anything new. As such, she has been without either a record deal or representation for years, she self-plugging her latest demo of new material to record companies. As this Christmas season's ""A Very Darcy Christmas"" series of concerts seem not to be getting her any new recognition, she decides to accept her recently widowed sister Gretchen's offer to spend Christmas with her and her daughter Megan for the first time since she was a teenager in their hometown of Dayton OH, Gretchen who is still struggling with that loss, especially hard during the holidays. Attending McIntosh High, Gretchen and Darcy's alma mater, insecure Megan learns that she has not been accepted into this year's version of the school's Herald Angels - founded by Darcy - who compete in the Montgomery County high school caroling competition. Darcy discovers that Megan's teacher who didn't even let her finish the audition is her high school adversary Adam, who nonetheless can point to results in the Angels having won the competition six years running under his leadership. Believing that all Megan needs is some confidence in understanding from Gretchen that she can sing when she thinks no one is listening, Darcy, both for Megan and herself, decides to form her own caroling group of Megan and some of the other students Adam didn't accept to compete against Adam's group to represent McIntosh at the competition. In the process of necessarily spending time with Adam, Darcy will learn where her priorities lie between that music career, family, romance and the Angels."	"Long having been based in New York City, Darcy is considered in certain circles one of if not the finest pop vocalist of her generation. The problem for her is that that generation has long come and gone, her dwindling number of fans who only want to hear her most famous song from early in her career, Sugar Rush, instead of anything new. As such, she has been without either a record deal or representation for years, she self-plugging her latest demo of new material to record companies. As this Christmas season's ""A Very Darcy Christmas"" series of concerts seem not to be getting her any new recognition, she decides to accept her recently widowed sister Gretchen's offer to spend Christmas with her and her daughter Megan for the first time since she was a teenager in their hometown of Dayton OH, Gretchen who is still struggling with that loss, especially hard during the holidays. Attending McIntosh High, Gretchen and Darcy's alma mater, insecure Megan learns that she has not been accepted into this year's version of the school's Herald Angels - founded by Darcy - who compete in the Montgomery County high school caroling competition. Darcy discovers that Megan's teacher who didn't even let her finish the audition is her high school adversary Adam, who nonetheless can point to results in the Angels having won the competition six years running under his leadership. Believing that all Megan needs is some confidence in understanding from Gretchen that she can sing when she thinks no one is listening, Darcy, both for Megan and herself, decides to form her own caroling group of Megan and some of the other students Adam didn't accept to compete against Adam's group to represent McIntosh at the competition. In the process of necessarily spending time with Adam, Darcy will learn where her priorities lie between that music career, family, romance and the Angels."	hGcCJfTD79k	en		https://yts.mx/assets/images/movies/in_merry_measure_2022/background.jpg	https://yts.mx/assets/images/movies/in_merry_measure_2022/background.jpg	https://yts.mx/assets/images/movies/in_merry_measure_2022/small-cover.jpg	https://yts.mx/assets/images/movies/in_merry_measure_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/in_merry_measure_2022/large-cover.jpg	ok	2022-11-17 18:27:24	1668706044
46731	https://yts.mx/movies/islands-of-creation-2015	tt15280380	Islands of Creation	Islands of Creation	Islands of Creation (2015)	islands-of-creation-2015	2015	6.4	0	{Documentary}	In the remote jungles of the Solomon Islands, biologist Albert Uy attempts to solve the mystery of how a new species is formed.	In the remote jungles of the Solomon Islands, biologist Albert Uy attempts to solve the mystery of how a new species is formed.	In the remote jungles of the Solomon Islands, biologist Albert Uy attempts to solve the mystery of how a new species is formed.	UL6y07JXmY0	en		https://yts.mx/assets/images/movies/islands_of_creation_2015/background.jpg	https://yts.mx/assets/images/movies/islands_of_creation_2015/background.jpg	https://yts.mx/assets/images/movies/islands_of_creation_2015/small-cover.jpg	https://yts.mx/assets/images/movies/islands_of_creation_2015/medium-cover.jpg	https://yts.mx/assets/images/movies/islands_of_creation_2015/large-cover.jpg	ok	2022-11-17 16:18:24	1668698304
